R_fighter,B_fighter,R_KD,B_KD,R_SIG_STR_pct,B_SIG_STR_pct,R_TD_pct,B_TD_pct,R_SUB_ATT,B_SUB_ATT,R_PASS,B_PASS,R_REV,B_REV,win_by,last_round,last_round_time,Format,Referee,date,location,Fight_type,Winner,R_SIG_STR._att,R_SIG_STR._landed,B_SIG_STR._att,B_SIG_STR._landed,R_TOTAL_STR._att,R_TOTAL_STR._landed,B_TOTAL_STR._att,B_TOTAL_STR._landed,R_TD_att,R_TD_landed,B_TD_att,B_TD_landed,R_HEAD_att,R_HEAD_landed,B_HEAD_att,B_HEAD_landed,R_BODY_att,R_BODY_landed,B_BODY_att,B_BODY_landed,R_LEG_att,R_LEG_landed,B_LEG_att,B_LEG_landed,R_DISTANCE_att,R_DISTANCE_landed,B_DISTANCE_att,B_DISTANCE_landed,R_CLINCH_att,R_CLINCH_landed,B_CLINCH_att,B_CLINCH_landed,R_GROUND_att,R_GROUND_landed,B_GROUND_att,B_GROUND_landed,weight_class,no_of_rounds,R_Height,R_Weight,R_Reach,R_Stance,R_DOB,B_height,B_Weight,B_Reach,B_Stance,B_DOB
Aaron Riley,Jorge Gurgel,0,0,0.44,0.35,1.0,0.25,0,0,0,0,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,"November 15, 2008","Las Vegas, Nevada, USA",Lightweight Bout,Red,222,98,199,70,261,133,220,91,1,1,4,1,172,63,166,46,27,21,26,21,23,14,7,3,181,69,174,56,29,21,25,14,12,8,0,0,Lightweight,3,172.72,155.0,175.26,Southpaw,"Dec 09, 1980",170.18,155.0,175.26,Orthodox,"Jan 25, 1977"
Jeremy Stephens,Rafael Dos Anjos,1,0,0.47,0.5,0.0,0.66,0,2,0,3,2,0,KO/TKO,3,0:39,3 Rnd (5-5-5),Steve Mazzagatti,"November 15, 2008","Las Vegas, Nevada, USA",Lightweight Bout,Red,46,22,18,9,60,33,48,37,0,0,6,4,36,13,12,4,6,5,0,0,4,4,6,5,26,9,16,8,1,1,2,1,19,12,0,0,Lightweight,3,172.72,145.0,180.34,Orthodox,"May 25, 1986",172.72,170.0,177.8,Southpaw,"Oct 26, 1984"
Mark Bocek,Alvin Robinson,0,0,0.47,0.35,1.0,0.0,6,0,12,0,2,2,Submission,3,3:16,3 Rnd (5-5-5),Mario Yamasaki,"November 15, 2008","Las Vegas, Nevada, USA",Lightweight Bout,Red,44,21,14,5,152,118,53,41,1,1,1,0,38,15,14,5,6,6,0,0,0,0,0,0,8,2,14,5,1,1,0,0,35,18,0,0,Lightweight,3,172.72,155.0,190.5,Orthodox,"Oct 24, 1981",175.26,155.0,172.72,Southpaw,"Jul 16, 1982"
Matt Brown,Ryan Thomas,0,0,0.65,0.68,1.0,0.62,3,0,0,2,0,0,Submission,2,0:57,3 Rnd (5-5-5),Herb Dean,"November 15, 2008","Las Vegas, Nevada, USA",Welterweight Bout,Red,23,15,22,15,30,20,85,76,1,1,8,5,15,7,14,8,7,7,6,5,1,1,2,2,13,5,10,3,7,7,2,2,3,3,10,10,Welterweight,3,182.88,170.0,190.5,Orthodox,"Jan 10, 1981",182.88,170.0,,Orthodox,"Nov 05, 1984"
Anderson Silva,Patrick Cote,0,0,0.72,0.32,1.0,0.0,0,0,0,0,0,0,KO/TKO,3,0:39,5 Rnd (5-5-5-5-5),Herb Dean,"October 25, 2008","Rosemont, Illinois, USA",UFC Middleweight Title Bout,Red,40,29,49,16,46,32,51,18,1,1,3,0,21,11,27,3,10,9,2,2,9,9,20,11,29,21,43,13,10,7,4,1,1,1,2,2,Middleweight,5,187.96,185.0,195.58,Southpaw,"Apr 14, 1975",180.34,170.0,180.34,Orthodox,"Feb 29, 1980"
Thiago Alves,Josh Koscheck,2,0,0.44,0.3,0.0,0.0,0,0,0,0,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),David Smith,"October 25, 2008","Rosemont, Illinois, USA",Welterweight Bout,Red,181,80,128,39,188,87,135,46,2,0,5,0,134,43,106,25,4,2,17,9,43,35,5,5,162,68,121,34,17,10,7,5,2,2,0,0,Welterweight,3,175.26,170.0,177.8,Orthodox,"Oct 03, 1983",177.8,170.0,185.42000000000002,Orthodox,"Nov 30, 1977"
Gray Maynard,Rich Clementi,0,0,0.36,0.16,0.71,0.0,2,0,7,0,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Todd Frederickson,"October 25, 2008","Rosemont, Illinois, USA",Lightweight Bout,Red,61,22,42,7,111,66,57,20,7,5,0,0,55,17,37,3,6,5,1,0,0,0,4,4,46,14,32,5,2,2,6,0,13,6,4,2,Lightweight,3,175.26,155.0,177.8,Orthodox,"May 09, 1979",175.26,155.0,182.88,Southpaw,"Mar 31, 1976"
Junior Dos Santos,Fabricio Werdum,1,0,0.63,1.0,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,1:21,3 Rnd (5-5-5),Marc Fennell,"October 25, 2008","Rosemont, Illinois, USA",Heavyweight Bout,Red,11,7,6,6,11,7,6,6,0,0,0,0,7,5,1,1,3,1,0,0,1,1,5,5,7,3,5,5,0,0,1,1,4,4,0,0,Heavyweight,3,193.04,238.0,195.58,Orthodox,"Jan 30, 1984",193.04,231.0,195.58,Orthodox,"Jul 30, 1977"
Sean Sherk,Tyson Griffin,0,0,0.36,0.3,0.42,0.0,0,0,2,0,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),David Smith,"October 25, 2008","Rosemont, Illinois, USA",Lightweight Bout,Red,253,92,240,74,264,103,268,102,7,3,2,0,226,66,208,50,11,11,21,16,16,15,11,8,230,78,229,67,23,14,11,7,0,0,0,0,Lightweight,3,167.64000000000001,155.0,170.18,Orthodox,"Aug 05, 1973",167.64000000000001,145.0,172.72,Orthodox,"Apr 20, 1984"
Thales Leites,Drew McFedries,0,0,0.0,0.5,0.5,0.0,1,0,1,0,0,0,Submission,1,1:18,3 Rnd (5-5-5),Marc Fennell,"October 25, 2008","Rosemont, Illinois, USA",Middleweight Bout,Red,0,0,2,1,4,4,2,1,2,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,Middleweight,3,185.42,185.0,198.12,Orthodox,"Sep 06, 1981",182.88,185.0,182.88,Southpaw,"Jul 27, 1978"
Spencer Fisher,Shannon Gugerty,1,0,0.55,0.6,0.0,0.15,2,1,0,0,1,0,Submission,3,3:56,3 Rnd (5-5-5),David Smith,"October 25, 2008","Rosemont, Illinois, USA",Lightweight Bout,Red,54,30,46,28,101,76,73,54,2,0,13,2,31,13,23,7,16,10,12,10,7,7,11,11,25,10,31,16,25,18,13,10,4,2,2,2,Lightweight,3,170.18,155.0,177.8,Southpaw,"May 09, 1976",177.8,155.0,180.34,Orthodox,"Dec 30, 1981"
Dan Miller,Matt Horwich,0,0,0.63,0.62,0.85,0.0,0,5,1,2,0,2,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Reid,"October 25, 2008","Rosemont, Illinois, USA",Middleweight Bout,Red,49,31,24,15,165,142,71,62,7,6,0,0,44,26,19,10,4,4,5,5,1,1,0,0,13,7,8,4,5,5,9,4,31,19,7,7,Middleweight,3,185.42,185.0,187.96,Orthodox,"Jun 30, 1981",185.42,185.0,,Orthodox,"Oct 02, 1978"
Hermes Franca,Marcus Aurelio,0,0,0.49,0.38,0.0,0.11,0,0,0,1,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Todd Frederickson,"October 25, 2008","Rosemont, Illinois, USA",Lightweight Bout,Red,122,60,104,40,127,65,120,55,0,0,9,1,71,24,97,34,4,1,3,2,47,35,4,4,121,60,100,37,1,0,2,1,0,0,2,2,Lightweight,3,167.64000000000001,155.0,180.34,Orthodox,"Aug 26, 1974",177.8,155.0,187.96,Orthodox,"Aug 18, 1973"
Pete Sell,Joshua Burkman,0,0,0.52,0.44,0.1,0.66,1,0,1,1,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Reid,"October 25, 2008","Rosemont, Illinois, USA",Welterweight Bout,Red,123,65,112,50,146,88,121,58,10,1,6,4,109,52,97,37,11,10,10,8,3,3,5,5,117,61,85,28,6,4,14,9,0,0,13,13,Welterweight,3,180.34,170.0,190.5,Orthodox,"Aug 05, 1982",177.8,170.0,182.88,Orthodox,"Apr 10, 1980"
Michael Bisping,Chris Leben,0,0,0.43,0.31,0.33,0.5,0,0,0,0,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,"October 18, 2008","Birmingham, England, United Kingdom",Middleweight Bout,Red,160,70,164,51,167,77,176,62,3,1,2,1,133,52,117,22,21,14,24,12,6,4,23,17,145,65,142,43,15,5,22,8,0,0,0,0,Middleweight,3,185.42,185.0,190.5,Orthodox,"Feb 28, 1979",180.34,185.0,187.96,Southpaw,"Jul 21, 1980"
Keith Jardine,Brandon Vera,1,1,0.38,0.55,0.5,1.0,0,0,0,0,0,0,Decision - Split,3,5:00,3 Rnd (5-5-5),Kevin Mulhall,"October 18, 2008","Birmingham, England, United Kingdom",Light Heavyweight Bout,Red,131,50,86,48,140,59,95,57,4,2,1,1,114,35,62,27,6,5,14,12,11,10,10,9,81,27,65,35,27,13,10,4,23,10,11,9,Light Heavyweight,3,187.96,185.0,193.04,Orthodox,"Oct 31, 1975",190.5,230.0,193.04,Orthodox,"Oct 10, 1977"
Luiz Cane,Rameau Thierry Sokoudjou,1,0,0.52,0.34,0.0,0.0,0,0,0,0,0,0,KO/TKO,2,4:15,3 Rnd (5-5-5),Marc Goddard,"October 18, 2008","Birmingham, England, United Kingdom",Light Heavyweight Bout,Red,78,41,82,28,78,41,82,28,0,0,1,0,72,37,65,16,5,3,9,8,1,1,8,4,60,28,78,27,5,2,4,1,13,11,0,0,Light Heavyweight,3,187.96,185.0,195.58,Southpaw,"Apr 24, 1981",177.8,205.0,198.12,Orthodox,"Apr 18, 1984"
Chris Lytle,Paul Taylor,0,0,0.52,0.53,0.66,0.0,0,0,1,0,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin Mulhall,"October 18, 2008","Birmingham, England, United Kingdom",Welterweight Bout,Red,194,102,160,85,304,212,209,133,3,2,2,0,131,54,109,42,57,42,23,15,6,6,28,28,128,56,105,48,63,43,55,37,3,3,0,0,Welterweight,3,180.34,170.0,172.72,Orthodox,"Aug 18, 1974",182.88,155.0,182.88,Orthodox,"Dec 15, 1979"
Marcus Davis,Paul Kelly,0,0,0.39,0.05,1.0,1.0,1,1,2,0,0,0,Submission,2,2:16,3 Rnd (5-5-5),Marc Goddard,"October 18, 2008","Birmingham, England, United Kingdom",Welterweight Bout,Red,63,25,56,3,74,36,56,3,1,1,1,1,46,12,55,2,5,3,1,1,12,10,0,0,62,24,55,3,0,0,1,0,1,1,0,0,Welterweight,3,177.8,170.0,177.8,Southpaw,"Aug 24, 1973",175.26,155.0,177.8,Orthodox,"Sep 12, 1984"
Dan Hardy,Akihiro Gono,0,0,0.3,0.52,0.0,0.75,0,0,0,1,0,0,Decision - Split,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,"October 18, 2008","Birmingham, England, United Kingdom",Welterweight Bout,Red,186,57,107,56,190,61,109,58,0,0,4,3,133,24,63,28,20,12,20,14,33,21,24,14,170,53,98,50,16,4,7,4,0,0,2,2,Welterweight,3,182.88,170.0,187.96,Orthodox,"May 17, 1982",170.18,170.0,172.72,Switch,"Oct 07, 1974"
Shane Carwin,Neil Wain,0,0,0.56,0.5,0.5,0.0,0,0,3,0,0,0,KO/TKO,1,1:31,3 Rnd (5-5-5),Dan Miragliotta,"October 18, 2008","Birmingham, England, United Kingdom",Heavyweight Bout,Red,23,13,8,4,33,23,12,8,2,1,0,0,21,11,8,4,2,2,0,0,0,0,0,0,2,0,5,3,4,2,3,1,17,11,0,0,Heavyweight,3,187.96,265.0,203.2,Orthodox,"Jan 04, 1975",177.8,242.0,,Orthodox,
David Bielkheden,Jess Liaudin,0,0,0.67,0.48,0.63,1.0,0,2,2,1,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin Mulhall,"October 18, 2008","Birmingham, England, United Kingdom",Lightweight Bout,Red,53,36,25,12,104,86,72,58,11,7,1,1,49,32,25,12,4,4,0,0,0,0,0,0,4,0,7,1,19,16,4,4,30,20,14,7,Lightweight,3,177.8,155.0,180.34,Orthodox,"Jun 06, 1979",175.26,170.0,182.88,Orthodox,
Terry Etim,Sam Stout,0,0,0.35,0.19,0.0,1.0,0,0,0,0,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Leon Roberts,"October 18, 2008","Birmingham, England, United Kingdom",Lightweight Bout,Red,192,69,288,55,192,69,289,56,2,0,1,1,143,35,216,15,8,4,37,18,41,30,35,22,188,66,284,53,4,3,4,2,0,0,0,0,Lightweight,3,185.42,155.0,185.42000000000002,Orthodox,"Jan 11, 1986",175.26,155.0,177.8,Orthodox,"Apr 23, 1984"
Jim Miller,David Baron,0,0,0.53,0.43,0.83,0.0,5,1,14,0,0,1,Submission,3,3:19,3 Rnd (5-5-5),Marc Goddard,"October 18, 2008","Birmingham, England, United Kingdom",Lightweight Bout,Red,28,15,16,7,64,46,31,22,6,5,1,0,21,10,14,5,2,2,2,2,5,3,0,0,11,3,11,5,2,1,5,2,15,11,0,0,Lightweight,3,172.72,155.0,180.34,Southpaw,"Aug 30, 1983",167.64000000000001,155.0,,Switch,"Feb 15, 1973"
Per Eklund,Samy Schiavo,0,0,0.73,0.41,0.2,0.5,5,1,3,0,0,0,Submission,3,1:47,3 Rnd (5-5-5),Leon Roberts,"October 18, 2008","Birmingham, England, United Kingdom",Lightweight Bout,Red,42,31,56,23,104,92,62,28,5,1,2,1,22,14,47,16,17,14,3,1,3,3,6,6,6,3,31,10,24,19,9,6,12,9,16,7,Lightweight,3,177.8,155.0,182.88,Orthodox,,172.72,155.0,,Orthodox,"Dec 24, 1975"
Nate Diaz,Josh Neer,0,0,0.55,0.52,0.45,0.5,0,4,5,2,0,0,Decision - Split,3,5:00,3 Rnd (5-5-5),Josh Rosenthal,"September 17, 2008","Omaha, Nebraska, USA",Lightweight Bout,Red,72,40,50,26,157,114,74,48,11,5,8,4,47,21,40,20,19,13,7,3,6,6,3,3,23,4,10,4,27,21,30,16,22,15,10,6,Lightweight,3,182.88,170.0,193.04,Southpaw,"Apr 16, 1985",180.34,170.0,182.88,Orthodox,"Mar 24, 1983"
Clay Guida,Mac Danzig,0,0,0.4,0.33,0.55,0.33,0,0,3,0,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne,"September 17, 2008","Omaha, Nebraska, USA",Lightweight Bout,Red,106,43,108,36,133,67,139,64,18,10,3,1,79,19,101,31,9,7,3,2,18,17,4,3,67,17,94,27,29,20,14,9,10,6,0,0,Lightweight,3,170.18,155.0,177.8,Orthodox,"Dec 08, 1981",172.72,155.0,177.8,Orthodox,"Jan 02, 1980"
Alan Belcher,Ed Herman,0,0,0.6,0.33,0.0,0.41,0,2,0,6,0,0,Decision - Split,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,"September 17, 2008","Omaha, Nebraska, USA",Middleweight Bout,Red,90,54,130,43,103,67,175,86,0,0,12,5,60,29,110,33,12,8,16,9,18,17,4,1,71,39,96,24,19,15,19,9,0,0,15,10,Middleweight,3,187.96,185.0,185.42000000000002,Orthodox,"Apr 24, 1984",185.42,205.0,195.58,Orthodox,"Oct 02, 1980"
Eric Schafer,Houston Alexander,0,0,0.63,0.57,0.25,0.0,2,0,2,0,1,0,Submission,1,4:53,3 Rnd (5-5-5),Josh Rosenthal,"September 17, 2008","Omaha, Nebraska, USA",Light Heavyweight Bout,Red,38,24,21,12,69,53,31,22,4,1,0,0,32,21,15,7,6,3,4,3,0,0,2,2,1,0,5,3,6,3,7,4,31,21,9,5,Light Heavyweight,3,190.5,185.0,190.5,Orthodox,"Sep 20, 1977",182.88,205.0,182.88,Orthodox,"Mar 22, 1972"
Alessio Sakara,Joe Vedepo,1,0,0.7,0.77,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,1:27,3 Rnd (5-5-5),Yves Lavigne,"September 17, 2008","Omaha, Nebraska, USA",Middleweight Bout,Red,10,7,9,7,10,7,10,8,0,0,3,0,6,3,7,5,3,3,2,2,1,1,0,0,7,4,2,0,2,2,7,7,1,1,0,0,Middleweight,3,182.88,185.0,182.88,Orthodox,"Sep 02, 1981",182.88,185.0,,Orthodox,
Wilson Gouveia,Ryan Jensen,0,0,0.42,0.41,1.0,1.0,2,0,1,1,0,1,Submission,2,2:04,3 Rnd (5-5-5),Dan Miragliotta,"September 17, 2008","Omaha, Nebraska, USA",Middleweight Bout,Red,19,8,72,30,19,8,90,45,1,1,2,2,13,3,69,28,1,1,1,0,5,4,2,2,18,7,17,5,1,1,1,1,0,0,54,24,Middleweight,3,185.42,185.0,193.04,Orthodox,"Oct 03, 1978",185.42,185.0,193.04,Orthodox,"Sep 20, 1977"
Joe Lauzon,Kyle Bradley,0,0,0.42,0.37,0.5,0.0,2,0,3,0,0,0,KO/TKO,2,1:34,3 Rnd (5-5-5),Josh Arney,"September 17, 2008","Omaha, Nebraska, USA",Lightweight Bout,Red,54,23,48,18,62,30,49,19,2,1,0,0,53,22,39,10,1,1,8,7,0,0,1,1,32,6,44,14,7,6,4,4,15,11,0,0,Lightweight,3,177.8,155.0,180.34,Orthodox,"May 22, 1984",175.26,155.0,180.34,Orthodox,"Aug 19, 1982"
Jason Brilz,Brad Morris,0,0,0.8,1.0,1.0,0.0,1,0,7,0,0,0,KO/TKO,2,2:54,3 Rnd (5-5-5),Mark Powell,"September 17, 2008","Omaha, Nebraska, USA",Light Heavyweight Bout,Red,42,34,4,4,108,96,4,4,1,1,0,0,37,29,3,3,5,5,0,0,0,0,1,1,0,0,4,4,0,0,0,0,42,34,0,0,Light Heavyweight,3,180.34,205.0,180.34,Orthodox,"Jul 07, 1975",187.96,205.0,,Orthodox,"Nov 01, 1979"
Mike Massenzio,Drew McFedries,0,0,0.0,0.75,1.0,0.0,1,1,2,0,0,0,Submission,1,1:28,3 Rnd (5-5-5),Jim Axtel,"September 17, 2008","Omaha, Nebraska, USA",Middleweight Bout,Red,0,0,4,3,10,7,10,9,1,1,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,Middleweight,3,187.96,185.0,185.42000000000002,Southpaw,"Nov 01, 1982",182.88,185.0,182.88,Southpaw,"Jul 27, 1978"
Dan Miller,Rob Kimmons,0,0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,Submission,1,1:27,3 Rnd (5-5-5),Josh Arney,"September 17, 2008","Omaha, Nebraska, USA",Middleweight Bout,Red,1,0,1,0,11,8,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Middleweight,3,185.42,185.0,187.96,Orthodox,"Jun 30, 1981",177.8,185.0,185.42000000000002,Orthodox,"Jan 30, 1981"
Rashad Evans,Chuck Liddell,1,0,0.37,0.2,0.0,0.0,0,0,0,0,0,0,KO/TKO,2,1:51,3 Rnd (5-5-5),Herb Dean,"September 06, 2008","Atlanta, Georgia, USA",Light Heavyweight Bout,Red,35,13,50,10,35,13,50,10,0,0,0,0,31,9,45,7,1,1,3,1,3,3,2,2,32,13,47,9,3,0,3,1,0,0,0,0,Light Heavyweight,3,182.88,205.0,190.5,Orthodox,"Sep 25, 1979",187.96,205.0,193.04,Orthodox,"Dec 17, 1969"
Rich Franklin,Matt Hamill,1,0,0.52,0.22,0.0,0.16,0,0,0,0,0,0,KO/TKO,3,0:39,3 Rnd (5-5-5),Mario Yamasaki,"September 06, 2008","Atlanta, Georgia, USA",Light Heavyweight Bout,Red,136,71,58,13,136,71,62,17,0,0,6,1,97,36,52,7,13,10,2,2,26,25,4,4,121,64,46,8,12,4,10,4,3,3,2,1,Light Heavyweight,3,185.42,185.0,190.5,Southpaw,"Oct 05, 1974",185.42,205.0,193.04,Orthodox,"Oct 05, 1976"
Dan Henderson,Rousimar Palhares,1,0,0.51,0.42,0.0,0.12,0,1,0,1,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,"September 06, 2008","Atlanta, Georgia, USA",Middleweight Bout,Red,82,42,63,27,89,49,65,29,0,0,16,2,81,42,57,23,1,0,3,2,0,0,3,2,50,24,53,22,9,4,8,4,23,14,2,1,Middleweight,3,180.34,185.0,187.96,Orthodox,"Aug 24, 1970",172.72,170.0,180.34,Orthodox,"Feb 26, 1980"
Nate Marquardt,Martin Kampmann,1,0,0.61,0.14,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,1:22,3 Rnd (5-5-5),Mario Yamasaki,"September 06, 2008","Atlanta, Georgia, USA",Middleweight Bout,Red,36,22,7,1,41,27,8,2,0,0,0,0,31,19,6,1,5,3,1,0,0,0,0,0,7,3,5,0,25,17,2,1,4,2,0,0,Middleweight,3,182.88,185.0,187.96,Orthodox,"Apr 20, 1979",182.88,170.0,182.88,Orthodox,"Apr 17, 1982"
Dong Hyun Kim,Matt Brown,0,0,0.42,0.6,0.21,0.5,1,2,5,1,0,0,Decision - Split,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,"September 06, 2008","Atlanta, Georgia, USA",Welterweight Bout,Red,28,12,79,48,36,18,126,91,14,3,2,1,27,11,29,11,1,1,35,27,0,0,15,10,17,4,41,20,4,4,24,19,7,4,14,9,Welterweight,3,187.96,170.0,193.04,Southpaw,"Nov 17, 1981",182.88,170.0,190.5,Orthodox,"Jan 10, 1981"
Kurt Pellegrino,Thiago Tavares,2,0,0.62,0.25,0.5,0.09,1,0,5,0,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Yves Lavigne,"September 06, 2008","Atlanta, Georgia, USA",Lightweight Bout,Red,97,61,72,18,138,100,146,86,2,1,11,1,85,50,62,13,9,8,5,3,3,3,5,2,46,22,58,12,15,9,2,0,36,30,12,6,Lightweight,3,172.72,155.0,177.8,Orthodox,"May 07, 1979",170.18,145.0,172.72,Orthodox,"Nov 08, 1984"
Tim Boetsch,Michael Patt,1,0,0.48,0.42,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,2:03,3 Rnd (5-5-5),Herb Dean,"September 06, 2008","Atlanta, Georgia, USA",Light Heavyweight Bout,Red,31,15,21,9,34,18,23,11,0,0,1,0,27,11,13,3,3,3,2,1,1,1,6,5,22,8,18,7,1,1,3,2,8,6,0,0,Light Heavyweight,3,182.88,185.0,187.96,Orthodox,"Jan 28, 1981",182.88,205.0,,Orthodox,
Jason MacDonald,Jason Lambert,0,0,0.55,0.2,1.0,0.0,1,2,4,0,0,0,Submission,2,1:20,3 Rnd (5-5-5),Yves Lavigne,"September 06, 2008","Atlanta, Georgia, USA",Middleweight Bout,Red,18,10,5,1,74,59,6,2,2,2,0,0,18,10,5,1,0,0,0,0,0,0,0,0,8,3,3,1,2,1,2,0,8,6,0,0,Middleweight,3,190.5,185.0,203.2,Orthodox,"Jun 03, 1975",190.5,185.0,190.5,Orthodox,"Jun 03, 1975"
Ryo Chonan,Roan Carneiro,0,0,0.39,0.47,0.0,0.33,0,1,0,4,0,1,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,"September 06, 2008","Atlanta, Georgia, USA",Welterweight Bout,Red,58,23,38,18,111,72,92,68,0,0,6,2,43,11,36,16,9,7,1,1,6,5,1,1,17,6,17,6,4,2,3,2,37,15,18,10,Welterweight,3,175.26,170.0,177.8,Orthodox,"Oct 08, 1976",180.34,170.0,187.96,Orthodox,"Jun 02, 1978"
Georges St-Pierre,Jon Fitch,3,0,0.57,0.28,0.77,0.0,1,0,7,0,1,0,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Yves Lavigne,"August 09, 2008","Minneapolis, Minnesota, USA",UFC Welterweight Title Bout,Red,226,131,132,37,303,203,193,96,9,7,6,0,193,103,109,22,17,13,19,12,16,15,4,3,151,77,107,26,5,5,18,6,70,49,7,5,Welterweight,5,180.34,185.0,193.04,Orthodox,"May 19, 1981",182.88,170.0,193.04,Orthodox,"Feb 24, 1978"
Brock Lesnar,Heath Herring,1,0,0.86,0.42,0.83,0.0,1,0,6,0,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,"August 09, 2008","Minneapolis, Minnesota, USA",Heavyweight Bout,Red,52,45,21,9,107,96,55,41,6,5,0,0,22,15,14,3,27,27,6,5,3,3,1,1,10,5,7,1,7,7,11,7,35,33,3,1,Heavyweight,3,190.5,265.0,205.74,Orthodox,"Jul 12, 1977",193.04,250.0,198.12,Orthodox,"Mar 02, 1978"
Rob Emerson,Manvel Gamburyan,1,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,KO/TKO,1,0:12,3 Rnd (5-5-5),Yves Lavigne,"August 09, 2008","Minneapolis, Minnesota, USA",Lightweight Bout,Red,3,3,3,0,3,3,3,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,1,1,0,0,Lightweight,3,175.26,155.0,177.8,Orthodox,"Jul 30, 1981",165.1,135.0,170.18,Orthodox,"May 08, 1981"
Kenny Florian,Roger Huerta,0,0,0.51,0.32,0.71,0.0,0,0,4,0,0,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,"August 09, 2008","Minneapolis, Minnesota, USA",Lightweight Bout,Red,99,51,103,33,113,65,132,60,7,5,5,0,77,38,75,19,13,6,9,2,9,7,19,12,69,29,88,23,16,10,10,5,14,12,5,5,Lightweight,3,177.8,145.0,187.96,Southpaw,"May 26, 1976",175.26,155.0,177.8,Orthodox,"May 20, 1983"
Demian Maia,Jason MacDonald,0,0,0.5,0.46,0.5,0.0,3,4,8,2,1,1,Submission,3,2:44,3 Rnd (5-5-5),Yves Lavigne,"August 09, 2008","Minneapolis, Minnesota, USA",Middleweight Bout,Red,59,30,15,7,145,103,45,36,4,2,2,0,53,26,12,4,4,3,0,0,2,1,3,3,9,2,8,2,5,3,2,2,45,25,5,3,Middleweight,3,185.42,170.0,182.88,Southpaw,"Nov 06, 1977",190.5,185.0,203.2,Orthodox,"Jun 03, 1975"
Tamdan McCrory,Luke Cummo,0,0,0.59,0.44,0.57,0.5,7,1,9,1,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,"August 09, 2008","Minneapolis, Minnesota, USA",Welterweight Bout,Red,44,26,25,11,64,44,61,42,7,4,2,1,39,22,11,2,5,4,11,6,0,0,3,3,9,2,13,4,11,8,8,5,24,16,4,2,Welterweight,3,193.04,185.0,198.12,Switch,"Nov 05, 1986",182.88,170.0,187.96,Orthodox,"Apr 27, 1980"
Cheick Kongo,Dan Evensen,1,0,0.67,0.22,1.0,0.0,0,2,1,0,0,0,KO/TKO,1,4:55,3 Rnd (5-5-5),Yves Lavigne,"August 09, 2008","Minneapolis, Minnesota, USA",Heavyweight Bout,Red,34,23,9,2,50,38,10,3,2,2,0,0,16,9,6,0,4,3,3,2,14,11,0,0,11,6,7,0,6,5,2,2,17,12,0,0,Heavyweight,3,193.04,240.0,208.28,Orthodox,"May 17, 1975",190.5,250.0,,Orthodox,"Jun 01, 1974"
